uid,complexity
0086/00865498,4
0026/00261292,8
0066/00663577,20
0089/00897880,1
0053/00531943,10
0017/00173262,10
0093/00930808,7
0083/00837654,36
0065/00654723,5
0026/00260252,9
0041/00419612,4
0094/00945465,38
0092/00921663,4
0012/00128923,6
0048/00486050,8
0041/00410454,4
0021/00216252,7
0056/00567588,24
0029/00294844,24
0014/00141211,4
0010/00106004,2
0056/00562012,4
0041/00412721,17
0034/00347487,8
0023/00238068,4
0011/00118128,10
0055/00559695,4
0008/00080348,1
0013/00137263,9
0051/00514888,14
0058/00586550,5
0051/00519708,5
0057/00571753,11
0070/00700593,2
0002/00027110,4
0019/00196000,22
0068/00685584,5
0035/00353989,14
0084/00848581,10
0080/00801857,28
0051/00515843,7
0094/00949174,4
0062/00627364,4
0086/00865931,7
0073/00738257,4
0079/00795866,26
0032/00321372,12
0049/00495472,3
0077/00778422,4
0037/00374879,12
0002/00020357,6
0001/00016981,22
0091/00913825,4
0026/00262539,1
0094/00945327,18
0073/00733879,1
0001/00013433,4
0027/00279791,4
0077/00773724,4
0056/00569442,8
0005/00053590,14
0065/00658723,10
0044/00448420,9
0076/00764257,10
0069/00698235,4
0089/00896771,10
0022/00228543,8
0036/00366137,4
0010/00100669,6
0062/00628286,15
0027/00274406,16
0031/00317284,8
0068/00681292,14
0006/00066611,8
0075/00756234,5
0089/00890706,4
0054/00540387,21
0088/00881480,4
0044/00448518,4
0069/00692798,6
0074/00747653,6
0078/00782721,10
0009/00098022,4
0070/00701682,1
0004/00047971,1
0021/00214530,4
0067/00672490,12
0013/00137673,1
0063/00633495,33
0047/00475150,12
0003/00039765,4
0003/00035499,4
0074/00744883,6
0069/00692052,2
0042/00422352,9
0004/00045785,8
0034/00340270,4
0035/00356805,8
0014/00145272,8
0028/00284164,4
0070/00709924,2
0058/00585388,24
0012/00124359,3
0002/00022202,8
0018/00189853,3
0045/00457060,4
0007/00076291,4
0012/00126364,10
0017/00170167,31
0067/00675954,4
0048/00487046,1
0073/00739016,4
0047/00477077,3
0044/00448183,14
0064/00642048,4
0052/00527620,7
0057/00573655,3
0042/00429757,4
0075/00757008,26
0075/00759016,27
0056/00569430,8
0068/00683587,9
0036/00361697,12
0089/00897496,7
0031/00313427,6
0055/00554716,22
0001/00010680,5
0027/00275831,15
0011/00112120,17
0070/00704792,4
0026/00264991,18
0023/00234759,4
0031/00317640,13
0023/00239242,2
0041/00417787,4
0096/00964448,4
0059/00595151,4
0073/00735779,6
0068/00682012,8
0070/00709269,8
0065/00651935,4
0079/00791518,5
0062/00628935,2
0055/00554525,4
0073/00738874,9
0075/00752784,4
0043/00437136,14
0000/00001130,4
0015/00151885,1
0039/00392436,1
0061/00618471,4
0078/00787966,5
0093/00936406,1
0081/00813396,20
0020/00202463,14
0074/00746053,4
0089/00891888,25
0071/00719594,4
0015/00153423,4
0098/00988123,4
0039/00399202,8
0011/00114958,9
0022/00227728,4
0013/00138783,5
0025/00256579,4
0009/00093020,4
0030/00303632,16
0051/00511579,2
0046/00462849,8
0063/00633379,4
0046/00465678,4
0090/00903078,12
0031/00312334,14
0037/00376076,2
0036/00361961,7
0073/00738772,8
0062/00621574,4
0041/00419616,4
0012/00126179,3
0046/00464281,2
0087/00878121,4
0030/00307834,8
0093/00930230,1
0013/00136552,10
0087/00873129,8
0042/00421923,14
0086/00862319,6
0060/00605880,16
0008/00085946,12
0028/00280105,9
0048/00483202,5
0080/00808216,23
0028/00287057,2
0017/00175707,16
0081/00812666,20
0025/00250840,13
0015/00156299,2
0095/00957364,37
0070/00703881,4
0096/00961307,8
0030/00307345,4
0090/00907518,14
0057/00573187,10
0047/00474011,4
0081/00814467,4
0096/00961075,8
0062/00623119,4
0035/00353547,1
0032/00321888,4
0082/00825883,4
0040/00408695,2
0022/00225712,4
0039/00392747,1
0089/00891786,4
0003/00039291,1
0075/00754679,7
0070/00709542,4
0052/00521230,4
0045/00459440,8
0077/00776687,4
0054/00540922,9
0015/00150381,1
0034/00341925,8
0076/00761689,33
0075/00759338,1
0084/00843694,1
0071/00714521,19
0057/00575830,9
0075/00754383,7
0088/00886349,8
0069/00697353,4
0079/00796040,38
0094/00949467,12
0089/00896102,20
0081/00818584,4
0027/00276227,13
0092/00923733,1
0085/00858772,5
0063/00637320,24
0068/00688681,28
0059/00595180,24
0090/00902564,12
0047/00478639,38
0068/00689030,8
0045/00454296,4
0069/00695921,6
0062/00623956,4
0025/00257698,12
0006/00068940,12
0002/00027041,8
0094/00943430,1
0008/00086901,5
0055/00550894,4
0032/00328226,4
0081/00815538,26
0006/00065431,6
0040/00409373,18
0092/00927167,8
0007/00075136,20
0019/00195404,4
0094/00944734,10
0096/00960218,4
0050/00503249,4
0092/00920511,4
0055/00555771,4
0048/00481571,8
0074/00741895,4
0059/00591072,16
0079/00795256,4
0050/00501400,4
0067/00676149,4
0023/00230629,2
0096/00969151,2
0021/00214435,12
0044/00446493,32
0029/00291552,4
0023/00231693,1
0002/00020475,12
0044/00443277,6
0035/00359548,1
0077/00777522,1
0077/00777995,4
0049/00498302,1
0084/00848980,17
0075/00752401,7
0035/00353908,10
0000/00003550,4
0066/00661090,28
0020/00206835,20
0008/00084887,9
0045/00457606,7
0058/00585119,2
0009/00099406,14
0074/00749649,4
0012/00126988,8
0021/00215520,2
0061/00613903,11
0052/00529703,21
0068/00680728,26
0052/00522774,36
0013/00139320,2
0007/00070541,21
0091/00912400,6
0021/00214134,11
0053/00531422,4
0057/00570870,5
0015/00157387,4
0016/00163029,4
0074/00748915,2
0030/00307780,8
0030/00305458,4
0062/00624097,18
0043/00430338,33
0063/00638991,19
0078/00783474,9
0097/00979207,9
0014/00147464,19
0062/00626347,7
0039/00397208,4
0056/00566684,2
0046/00467771,1
0010/00107520,4
0060/00605961,4
0000/00009251,6
0022/00221746,19
0090/00904536,11
0013/00131279,6
0012/00125157,6
0038/00386682,3
0027/00279564,4
0007/00075532,4
0002/00029222,2
0030/00301354,10
0020/00200842,10
0084/00840719,2
0058/00588610,1
0015/00151041,4
0033/00333609,2
0027/00272513,6
0094/00949720,10
0095/00955134,4
0042/00428676,4
0037/00375076,6
0054/00544908,12
0012/00127190,4
0038/00383997,29
0018/00184587,14
0026/00264370,8
0083/00835177,8
0091/00911218,3
0078/00784899,4
0064/00644546,1
0018/00183141,2
0049/00498767,4
0041/00419675,2
0098/00988594,2
0018/00189003,20
0047/00473495,4
0028/00287923,4
0051/00516162,4
0066/00663483,2
0066/00666814,2
0036/00368789,6
0033/00333502,13
0088/00886725,8
0031/00312291,9
0023/00231374,24
0082/00826527,4
0034/00345124,16
0030/00301761,4
0006/00062690,6
0067/00673831,11
0028/00280197,12
0046/00464471,4
0081/00819394,4
0064/00645710,4
0030/00308609,6
0067/00678419,4
0043/00430438,8
0022/00223547,8
0005/00059469,4
0068/00686034,4
0087/00879684,16
0026/00260596,16
0044/00447124,2
0086/00860689,8
0058/00580149,40
0086/00867766,4
0086/00865355,7
0051/00514316,4
0021/00211288,4
0057/00579856,4
0007/00078563,14
0063/00638268,4
0025/00256785,1
0071/00711006,2
0001/00012022,8
0023/00233541,4
0030/00303262,7
0046/00462151,12
0099/00990649,10
0065/00650323,6
0042/00423208,4
0000/00001171,4
0046/00469464,6
0002/00021171,1
0094/00944482,4
0017/00173884,16
0074/00749651,4
0080/00804500,16
0052/00521229,3
0063/00639318,24
0016/00162671,8
0036/00360684,4
0022/00222224,18
0045/00458531,18
0000/00001883,4
0091/00911411,4
0043/00434217,4
0029/00294555,1
0031/00311065,4
0031/00313808,9
0074/00749116,4
0045/00450047,12
0057/00572841,15
0026/00260440,14
0001/00011316,4
0035/00356601,25
0086/00867016,8
0039/00398833,12
0035/00357226,4
0001/00012083,4
0013/00132195,4
0076/00767244,9
0007/00076949,15
0098/00988187,10
0030/00307662,40
0007/00071010,2
0016/00161786,8
0016/00168302,5
0090/00907454,2
0047/00473146,4
0012/00126123,2
0063/00636278,2
0019/00196496,8
0082/00827951,4
0053/00534592,2
0042/00424134,1
0058/00580606,1
0059/00593215,8
0067/00673033,5
0003/00034749,4
0052/00521728,2
0020/00209636,6
0047/00471376,24
0007/00074767,1
0016/00162812,4
0094/00945201,4
0091/00912036,2
0003/00034496,2
0044/00447366,2
0026/00269130,4
0002/00021886,4
0062/00625188,2
0053/00536299,12
0045/00455627,4
0007/00076759,4
0050/00505610,2
0087/00878298,11
0067/00678539,8
0055/00550808,8
0000/00003405,4
0038/00381691,2
0081/00810825,3
0079/00797486,2
0035/00354053,4
0013/00130702,8
0031/00317082,16
0051/00518345,4
0047/00472927,4
0029/00291118,6
0088/00880552,4
0037/00378412,24
0094/00942437,5
0074/00744989,9
0034/00340278,9
0029/00299163,4
0048/00486935,1
0069/00696445,10
0078/00786331,8
0094/00947390,11
0082/00829043,32
0096/00968151,4
0052/00527518,6
0022/00221385,6
0087/00874938,4
0053/00530973,8
0044/00440227,14
0050/00500190,4
0074/00745923,8
0027/00279992,8
0078/00788144,12
0036/00369224,4
0090/00905843,2
0076/00765458,4
0073/00738102,4
0013/00137984,8
0071/00719276,6
0021/00211814,8
0028/00280116,4
0087/00875351,6
0024/00241949,4
0052/00526925,9
0053/00530651,9
0058/00581905,16
0053/00532032,1
0083/00837539,4
0058/00580312,4
0035/00359897,4
0064/00642593,9
0049/00499313,6
0068/00687583,4
0002/00020988,13
0030/00303546,6
0009/00094358,4
0032/00321266,10
0042/00421803,10
0057/00570759,1
0090/00904539,6
0002/00027980,1
0048/00485172,2
0064/00643828,4
0071/00718134,12
0011/00119292,10
0064/00648778,2
0091/00919130,5
0033/00335038,2
0071/00712676,4
0095/00950961,4
0011/00110376,4
0017/00171282,14
0048/00486890,20
0035/00359855,6
0055/00553441,12
0092/00921364,3
0077/00776495,2
0013/00135133,1
0028/00280430,6
0094/00942010,16
0096/00965088,9
0054/00544894,18
0067/00672537,4
0026/00260723,8
0075/00756213,40
0039/00392940,28
0069/00693166,8
0021/00214259,20
0011/00110955,4
0055/00557622,36
0054/00546086,4
0015/00152127,8
0011/00110627,2
0022/00224675,18
0041/00418885,5
0036/00360336,4
0026/00265741,2
0030/00309244,4
0071/00710171,6
0098/00989411,11
0056/00563805,4
0045/00456751,4
0055/00556756,4
0099/00999700,30
0093/00937379,2
0040/00404578,16
0082/00829351,1
0049/00493131,8
0072/00727006,4
0066/00668571,4
0045/00456537,4
0057/00573338,14
0037/00377893,4
0019/00190110,23
0075/00758798,8
0083/00832355,8
0035/00353634,8
0061/00618140,4
0062/00623879,1
0035/00357225,1
0057/00571942,4
0064/00643240,4
0059/00597931,20
0067/00674871,26
0072/00727851,4
0079/00794239,6
0082/00828966,2
0077/00775047,4
0056/00569605,8
0042/00426776,1
0028/00282138,14
0067/00673316,16
0014/00147676,6
0004/00040575,1
0008/00082866,4
0092/00920773,20
0008/00088890,5
0068/00686715,8
0029/00295701,4
0052/00526759,9
0047/00477916,10
0041/00411091,4
0086/00863933,4
0088/00883082,6
0048/00485624,8
0043/00431953,4
0012/00127811,1
0092/00923820,42
0077/00779871,12
0058/00581534,19
0078/00788646,6
0031/00318109,12
0080/00809671,10
0055/00552254,13
0062/00622400,4
0056/00562751,4
0094/00944326,12
0023/00232679,4
0046/00461748,12
0017/00173336,16
0018/00183116,18
0040/00402612,4
0056/00560537,1
0011/00113402,3
0097/00970063,1
0029/00297780,24
0091/00919708,1
0031/00318608,6
0050/00503257,4
0004/00045423,1
0070/00709732,4
0058/00582870,37
0034/00349333,41
0042/00424449,6
0081/00818903,5
0069/00697152,1
0093/00930229,2
0039/00393632,4
0032/00329371,12
0072/00725236,16
0032/00329607,2
0074/00749146,16
0082/00829228,4
0047/00471821,8
0074/00749529,4
0004/00047841,7
0039/00397133,12
0084/00842433,2
0006/00064458,13
0078/00784708,9
0084/00843357,4
0012/00124442,12
0050/00506003,25
0017/00172988,13
0026/00262261,1
0035/00352461,20
0098/00982854,4
0041/00416421,17
0010/00101940,4
0057/00575947,4
0084/00842918,4
0072/00721640,4
0099/00997112,4
0027/00271188,5
0001/00017407,10
0093/00939068,2
0074/00745651,4
0029/00297903,18
0073/00736112,1
0025/00257703,6
0012/00121305,4
0053/00536450,13
0052/00522015,4
0051/00510028,16
0062/00623053,3
0028/00284427,14
0075/00755845,22
0054/00544290,4
0013/00135482,12
0029/00296018,10
0026/00266341,1
0071/00718985,8
0013/00131372,4
0057/00577580,2
0085/00851755,36
0057/00575619,8
0004/00048991,1
0041/00419364,8
0020/00201045,9
0067/00676209,4
0052/00525226,20
0078/00783795,4
0009/00098221,2
0057/00579329,9
0038/00388460,2
0069/00693177,1
0092/00923687,10
0057/00578050,21
0089/00892624,8
0069/00696448,3
0073/00733492,8
0092/00929486,4
0002/00021926,1
0062/00624338,6
0024/00248281,8
0098/00981689,8
0017/00178339,28
0050/00509079,4
0021/00214820,4
0029/00297241,8
0082/00828846,4
0014/00144317,6
0068/00685278,14
0081/00812829,16
0019/00193609,20
0091/00910614,20
0014/00142643,4
0028/00281837,4
0010/00107853,8
0031/00318931,4
0069/00697493,2
0008/00086698,6
0076/00765463,4
0018/00183157,5
0006/00062545,16
0022/00229608,1
0025/00256386,4
0049/00495314,5
0040/00409549,32
0055/00554083,7
0019/00195576,8
0028/00289734,15
0071/00717202,21
0083/00831703,2
0022/00221369,12
0008/00080649,32
0078/00787094,2
0042/00427849,6
0089/00897556,4
0032/00320798,6
0022/00227625,6
0066/00663895,5
0033/00339606,2
0085/00857700,4
0057/00574802,4
0018/00184183,1
0076/00767537,28
0017/00173025,8
0090/00905650,8
0090/00901038,8
0056/00569533,4
0070/00703874,4
0073/00731029,20
0047/00472946,4
0052/00523819,32
0085/00859010,6
0046/00469581,4
0071/00710586,2
0046/00469726,7
0027/00273714,10
0006/00063291,4
0068/00683846,4
0025/00254349,4
0027/00272050,8
0029/00298566,33
0025/00251684,4
0078/00783825,4
0029/00292060,4
0068/00686733,8
0095/00955401,4
0048/00483431,4
0050/00501771,1
0060/00600655,28
0045/00452651,17
0052/00521538,2
0088/00880915,4
0030/00301878,12
0040/00408665,1
0057/00579339,12
0048/00484630,4
0095/00953272,1
0029/00297781,7
0096/00969709,2
0090/00908217,2
0062/00625241,7
0084/00842327,13
0047/00478003,8
0021/00218840,4
0043/00431913,1
0020/00209052,5
0053/00539185,8
0098/00989568,4
0053/00536740,42
0001/00019741,10
0082/00823546,5
0077/00771707,8
0056/00568609,8
0001/00010707,1
0064/00640329,4
0059/00594355,43
0061/00614686,1
0014/00143691,4
0097/00973421,13
0052/00521480,4
0051/00510119,16
0080/00800737,8
0051/00513129,4
0023/00237158,4
0019/00198594,4
0024/00247024,12
0063/00630119,2
0021/00210282,4
0085/00850689,2
0045/00458351,10
0032/00329203,6
0019/00190962,8
0001/00012444,38
0012/00124231,1
0035/00350299,26
0046/00468172,1
0034/00344624,12
0022/00223966,6
0047/00471661,40
0036/00361522,30
0065/00656569,40
0095/00957757,13
0025/00250501,4
0001/00017096,10
0099/00991715,8
0082/00821313,34
0046/00461805,40
0036/00360787,14
0061/00613563,13
0084/00848018,4
0072/00721691,22
0082/00823980,1
0022/00227560,16
0071/00718144,1
0032/00321015,9
0098/00982863,7
0028/00284240,11
0025/00256329,4
0099/00997963,6
0089/00891024,3
0086/00864601,6
0045/00450111,7
0024/00243434,17
0030/00309838,13
0010/00104275,1
0066/00661917,1
0031/00312728,6
0012/00122796,18
0074/00741601,8
0044/00444720,4
0058/00583258,22
0003/00034006,4
0059/00591512,31
0005/00056560,4
0028/00282184,11
0002/00028961,6
0095/00951506,9
0020/00208229,4
0061/00617543,6
0012/00121150,8
0040/00404833,8
0099/00995886,12
0019/00193672,4
0021/00217504,2
0026/00264705,8
0059/00593104,5
0054/00544699,1
0047/00478701,6
0061/00619731,1
0025/00250790,4
0031/00319899,17
0062/00626226,4
0020/00203115,8
0061/00611882,9
0078/00785329,12
0082/00829208,24
0002/00025699,8
0017/00178064,22
0031/00317701,18
0034/00340794,8
0043/00431784,1
0010/00105201,18
0090/00900714,13
0079/00798398,8
0069/00698209,1
0043/00433922,4
0027/00272573,5
0065/00651155,6
0099/00997076,20
0050/00501849,2
0014/00146981,8
0053/00534067,7
0029/00290381,12
0007/00072859,4
0032/00322024,4
0073/00738020,28
0074/00749155,5
0093/00935711,2
0081/00812599,2
0022/00220957,4
0046/00462114,14
0012/00127911,6
0094/00949734,4
0053/00535702,11
0051/00518811,4
0048/00485439,4
0058/00582783,18
0048/00483894,7
0073/00732690,2
0043/00438153,4
0012/00127258,6
0076/00763300,2
0067/00678858,9
0062/00621135,24
0093/00939999,4
0006/00065916,4
0046/00469734,4
0023/00231916,8
0012/00129042,4
0083/00830429,4
0026/00266329,6
0019/00196794,12
0026/00262743,4
0065/00655021,4
0009/00093299,1
0074/00749183,4
0063/00639348,30
0049/00494565,4
0059/00591460,4
0030/00302801,32
0021/00211041,8
0057/00572215,10
0009/00093455,4
0047/00476207,25
0042/00425265,4
0039/00390274,1
0096/00967583,4
0062/00627838,4
0054/00544430,8
0081/00816633,20
0028/00280512,6
0045/00455693,7
0098/00983318,9
0089/00890529,4
0020/00205322,4
0004/00047961,11
0096/00963714,4
0031/00318967,4
0010/00106403,7
0084/00840043,16
0009/00090551,4
0041/00418895,8
0033/00333967,1
0094/00947857,2
0093/00932064,8
0067/00672979,15
0064/00641303,4
0045/00455249,4
0098/00983620,16
0031/00316387,4
0063/00635490,4
0024/00242377,4
0049/00496623,8
0069/00698928,20
0037/00373096,8
0021/00212885,4
0071/00718329,28
0081/00817052,4
0082/00824366,9
0098/00984237,1
0012/00126439,16
0071/00712312,2
0017/00175338,8
0002/00021106,13
0011/00116160,8
0011/00118842,12
0031/00314162,7
0083/00835467,5
0082/00821364,8
0062/00626977,5
0057/00577247,4
0084/00845242,8
0035/00356603,6
0010/00103087,2
0068/00680445,2
0052/00524352,15
0070/00708783,4
0002/00029714,4
0022/00221794,12
0082/00820413,2
0094/00940576,1
0083/00833076,35
0003/00038474,4
0066/00660946,2
0003/00039882,4
0077/00775545,34
0068/00688663,4
0019/00198204,4
0019/00194368,10
0053/00533267,12
0007/00076706,4
0080/00808767,2
0006/00069246,5
0028/00284235,8
0043/00433351,12
0017/00177402,19
0015/00156831,12
0043/00434765,4
0047/00475440,4
0043/00437074,7
0045/00454893,4
0063/00636995,24
0094/00941793,12
0052/00523116,1
0054/00540260,8
0077/00779295,23
0035/00359962,2
0089/00894371,8
0016/00163830,12
0074/00741679,4
0003/00037562,8
0007/00072104,8
0047/00479710,4
0053/00536480,4
0066/00668537,4
0007/00076020,43
0015/00159103,9
0062/00624365,6
0025/00254233,4
0085/00855860,12
0039/00398733,4
0042/00421825,5
0098/00986820,24
0057/00579897,2
0048/00483283,4
0088/00886792,4
0076/00768705,15
0007/00072718,6
0023/00232986,2
0057/00572751,4
0001/00012350,14
0082/00829604,12
0068/00680127,19
0038/00382087,32
0070/00702628,9
0094/00943325,20
0049/00494277,4
0043/00430575,7
0065/00658517,1
0023/00234600,9
0003/00036735,3
0001/00016623,6
0083/00832704,4
0012/00123859,28
0059/00595108,15
0097/00974489,9
0000/00001541,9
0021/00210556,23
0009/00099754,3
0010/00106161,10
0067/00674516,11
0009/00091340,2
0084/00842883,13
0011/00111597,26
0039/00397089,17
0034/00342669,4
0003/00039027,2
0078/00787772,28
0077/00772081,8
0080/00807203,8
0008/00086778,20
0039/00390076,4
0089/00894110,8
0038/00383936,14
0089/00893099,1
0010/00107106,4
0058/00582029,5
0011/00119640,4
0024/00247249,14
0056/00560838,29
0017/00176078,12
0039/00394467,1
0081/00814841,5
0070/00702640,4
0059/00594969,2
0089/00898828,34
0006/00063854,3
0047/00474010,31
0036/00361586,4
0023/00233604,4
0082/00827163,6
0089/00893056,9
0095/00954904,9
0083/00836817,4
0076/00765906,8
0095/00953931,1
0075/00758526,12
0071/00711789,3
0051/00511532,5
0087/00879941,4
0005/00055611,11
0073/00731655,16
0086/00867648,16
0049/00492002,4
0017/00173922,20
0029/00294191,9
0014/00145397,9
0042/00420043,4
0000/00009014,8
0018/00183588,12
0051/00514543,4
0012/00124694,4
0002/00022799,8
0094/00947273,5
0073/00738780,8
0006/00068823,4
0066/00662822,4
0080/00803867,7
0091/00914239,4
0003/00034354,4
0059/00598181,1
0070/00705080,13
0049/00496407,1
0045/00452140,4
0012/00120730,4
0085/00854379,12
0031/00319734,4
0021/00218857,4
0016/00161407,1
0000/00005764,2
0094/00942495,2
0069/00695357,1
0026/00267375,2
0039/00390827,3
0083/00837294,4
0070/00702975,4
0010/00109973,14
0094/00948846,1
0034/00345324,4
0099/00994197,30
0097/00979804,4
0041/00418957,1
0091/00917496,15
0091/00918894,8
0035/00355201,4
0068/00686129,26
0080/00808927,4
0043/00439399,4
0028/00289413,12
0026/00269448,6
0087/00874542,6
0045/00452976,1
0064/00644676,4
0020/00200598,5
0029/00291562,4
0086/00867469,13
0027/00272066,22
0014/00140511,4
0044/00443306,15
0028/00282039,1
0024/00241306,4
0004/00042361,4
0034/00348286,1
0036/00368631,4
0010/00102176,29
0053/00531880,8
0023/00238359,9
0041/00419345,5
0003/00034011,2
0044/00442281,2
0019/00195559,9
0015/00158201,1
0074/00746483,1
0044/00448913,5
0055/00554737,4
0027/00271314,10
0072/00725738,4
0009/00098340,4
0055/00558877,4
0040/00409416,8
0058/00589866,38
0050/00505872,13
0087/00878316,2
0011/00115752,22
0070/00707981,4
0075/00756784,4
0063/00632350,24
0053/00535665,8
0099/00994004,38
0068/00688123,3
0091/00914477,5
0023/00239547,12
0057/00575704,4
0029/00291775,4
0074/00742670,2
0024/00242716,11
0094/00949340,3
0098/00984010,10
0046/00465435,4
0014/00144100,2
0040/00401557,4
0022/00227647,18
0061/00614915,10
0077/00772383,31
0026/00264464,2
0086/00869565,23
0015/00153996,38
0031/00310573,10
0086/00862044,4
0035/00353938,2
0021/00214388,3
0024/00249614,12
0060/00608727,4
0051/00517602,2
0095/00959612,6
0073/00737265,8
0036/00364999,11
0080/00808010,21
0006/00062069,9
0048/00487789,13
0066/00665704,24
0074/00745788,1
0012/00124693,4
0096/00961086,4
0053/00533511,3
0054/00545152,7
0012/00127300,6
0098/00987924,14
0086/00862190,4
0011/00115133,26
0087/00872058,4
0010/00107723,17
0009/00098042,3
0066/00664826,23
0057/00576826,38
0025/00259522,4
0043/00430887,1
0003/00035495,6
0092/00927114,2
0022/00221010,5
0058/00584449,2
0062/00622977,4
0089/00893155,4
0067/00678578,1
0027/00273470,6
0054/00544981,9
0090/00903063,2
0069/00694133,2
0013/00131209,3
0004/00042750,8
0084/00846507,4
0013/00132269,8
0019/00194082,3
0076/00765596,11
0049/00496117,4
0000/00003428,8
0099/00993791,11
0002/00020353,6
0049/00498155,4
0094/00946583,17
0030/00308302,5
0054/00545804,2
0025/00259764,11
0018/00183213,6
0034/00346810,16
0073/00739871,8
0039/00399536,1
0055/00557994,9
0004/00040070,4
0002/00020307,6
0050/00501879,4
0060/00609288,18
0026/00263078,15
0006/00065399,1
0015/00158350,4
0086/00862121,13
0057/00573243,4
0064/00646774,8
0031/00310552,4
0038/00380114,2
0013/00136177,2
0087/00875600,8
0063/00634706,6
0094/00948044,4
0026/00261236,4
0000/00002507,8
0014/00141212,2
0082/00824041,1
0098/00983277,2
0035/00356237,6
0095/00951522,7
0089/00898891,14
0015/00151573,2
0003/00037275,4
0091/00914295,4
0024/00245876,4
0075/00756934,8
0075/00752937,4
0002/00024141,1
0019/00191869,4
0009/00099892,4
0087/00877913,1
0093/00934913,9
0043/00436343,33
0069/00692776,2
0048/00483552,4
0069/00694644,8
0018/00181827,4
0036/00366978,8
0032/00321303,9
0056/00561270,39
0017/00176812,20
0096/00963837,7
0030/00308415,6
0080/00807459,12
0064/00649482,16
0041/00410879,4
0011/00112848,14
0055/00550279,6
0051/00512712,4
0082/00824276,4
0081/00819158,5
0078/00788444,7
0038/00380156,8
0010/00100617,20
0080/00808025,4
0034/00340596,19
0045/00454981,6
0017/00174084,8
0008/00080772,8
0053/00534325,4
0026/00267370,1
0072/00726359,10
0020/00200143,6
0035/00353704,2
0073/00739098,40
0037/00371609,13
0090/00902117,8
0042/00428823,24
0056/00560995,5
0009/00096559,12
0050/00506985,4
0033/00335772,4
0016/00161484,8
0064/00649020,1
0080/00809734,7
0041/00417245,8
0028/00286642,1
0049/00497676,4
0050/00505567,4
0014/00148722,2
0014/00141822,6
0074/00742682,16
0088/00884211,2
0001/00017109,10
0011/00115083,1
0013/00138110,4
0038/00385448,12
0033/00339084,8
0061/00615096,4
0086/00860839,12
0024/00243563,8
0048/00480784,8
0042/00421970,8
0005/00055919,24
0059/00598994,6
0069/00696520,8
0035/00358562,5
0078/00785891,4
0074/00749588,4
0047/00478124,6
0051/00515991,5
0028/00280501,30
0060/00608540,4
0051/00517754,1
0093/00932664,1
0074/00748302,7
0065/00650557,8
0009/00094060,5
0085/00851042,5
0018/00185631,4
0014/00148248,6
0084/00844701,2
0003/00037042,6
0086/00861806,2
0067/00675361,4
0069/00691993,1
0019/00190647,4
0087/00878236,4
0063/00637476,12
0048/00485910,4
0017/00171778,4
0019/00199965,2
0030/00305423,12
0069/00693319,4
0006/00065603,6
0077/00772366,3
0084/00847500,2
0012/00126408,12
0063/00630795,8
0074/00745541,14
0055/00552272,4
0082/00828123,18
0008/00083546,1
0059/00598586,8
0043/00435640,4
0019/00199521,4
0015/00154577,4
0025/00250532,3
0058/00583099,28
0010/00103381,4
0086/00862191,5
0024/00241499,21
0076/00768891,4
0057/00578265,6
0055/00555748,1
0072/00723485,1
0072/00728320,4
0036/00368145,3
0076/00769478,3
0006/00069850,9
0047/00473003,4
0032/00320356,1
0033/00337029,4
0007/00078689,3
0036/00366982,4
0059/00590036,1
0072/00721790,6
0063/00638695,4
0006/00060045,4
0088/00888673,4
0057/00570085,8
0023/00238438,4
0061/00610410,4
0032/00323506,8
0096/00964717,2
0063/00638127,13
0060/00605563,26
0066/00662556,5
0071/00711262,21
0054/00540321,6
0038/00381288,4
0032/00329640,1
0065/00658531,14
0066/00662856,2
0036/00368790,5
0032/00326714,4
0069/00692686,9
0039/00396124,4
0067/00671399,4
0003/00032311,20
0037/00376432,1
0005/00050996,2
0071/00714756,9
0090/00908079,8
0057/00573623,12
0068/00680470,4
0049/00498508,4
0013/00132278,8
0088/00882762,32
0072/00725632,12
0067/00674003,1
0070/00703105,8
0043/00434017,18
0022/00221365,10
0077/00772034,4
0067/00679627,1
0032/00320223,5
0051/00511471,5
0019/00192555,29
0079/00799725,2
0001/00018188,2
0004/00041576,4
0043/00434014,4
0073/00739722,3
0075/00751138,6
0044/00445721,16
0048/00484011,2
0099/00998088,12
0066/00665443,17
0040/00403168,4
0041/00414712,20
0001/00010530,12
0031/00316820,12
0093/00932557,2
0098/00981742,3
0063/00637514,4
0084/00842503,5
0069/00698381,4
0080/00804953,16
0011/00117675,17
0045/00452807,2
0047/00471606,4
0033/00339508,10
0041/00418044,8
0021/00213525,25
0074/00742346,8
0028/00282058,4
0061/00610869,1
0030/00304796,12
0055/00553410,1
0043/00437530,4
0048/00480951,8
0066/00665501,17
0090/00903009,4
0028/00287099,8
0008/00085376,9
0062/00629398,4
0078/00786217,1
0034/00342977,14
0098/00980802,2
0067/00674435,4
0015/00158462,35
0073/00732300,9
0060/00606784,4
0052/00522973,4
0087/00879584,4
0055/00554749,2
0035/00354128,10
0063/00632450,1
0021/00216289,4
0005/00056827,4
0078/00783442,4
0006/00061649,2
0044/00440996,8
0088/00883532,4
0017/00175594,1
0016/00168433,4
0013/00130604,21
0078/00784290,1
0061/00616959,8
0060/00607805,20
0099/00990176,4
0027/00279799,4
0097/00971561,4
0080/00807999,5
0008/00088013,4
0036/00368736,6
0058/00582891,2
0043/00435237,5
0031/00316950,4
